author,title,abstract,jel
"Alin OPREANA|Gioacchino DE CANDIA|William R. DI PIETRO|Antoni Józef JE¯OWSKI|Sergey MALAKHOV|Gulcin Guresci PEHLIVAN|Esra BALLI|C-Rene DOMINIQUE|Krzysztof Drachal|Sebastian-Ilie DRAGOE|Forgha Godfrey NJIMANTED|Daniel AKUME|Emmanuel Mbella MUKETE|Arthelo P. PALMA|Lucian BELASCU|Aleksandar SHIVAROV|Diana MIHAIU|Cristina Elena POPA","The Challenges of the Schengen Area","After focusing on the Euro crisis, European leaders are now struggling with the biggest migrant crisis since Second World War. Up to now, over 1.1 million migrants have requested protection in Europe, and their number is growing every day. The functioning of the Schengen area is in danger due to control deficiencies at external borders. As its facing this challenge, the EU is constantly seeking solutions designed to restore the proper functioning of the system and prevent its collapse.",F
"Simona VINEREAN|Krzysztof DRACHAL","Cointegration of Property Prices in Poland","This paper presents the analysis of cointegration between offer prices and transactional prices on both primary and secondary local real estate markets. 17 Polish biggest cities are considered and the period between 2006 and 2013. Generally, it is found that primary and secondary markets are not cointegrated.",R
"Raja HMILI|Taoufik BOURAOUI|Engin ONER|Muhammad Mehtab AZEEM|Ayub MOHAMMAD|Rui QIN|Zhaoquan JIAN|Shelly DALY|Javier ZARCO","The Global Economic Crisis: Spains Housing Bubble","Housing bubbles have been discussed and closely linked to current world economics since 2008. This paper takes a case study approach to the situation in Spain in terms of its economy, the housing market and the ongoing economic crisis. Unique aspects of the Spanish culture and historical idiosyncrasies are included for the reader to compare and contrast various international settings and economic machinations. Micro and macro factors are incorporated in order to allow the reader to evaluate the complexity of the ongoing crisis, options and potential alternatives. The unique burden the Spanish housing bubble places on young adults, those most dramatically affected by Spanish unemployment levels, is also broached.",F
"Alexandra HOROBET|Lucian BELASCU|Roxana Georgiana OLARU","Integration of Capital Markets from Central and Eastern Europe: Implications for EU Investors","Our paper investigates the extent of capital market co-movements between three emerging markets Czech Republic, Hungary and Poland  and three developed markets from the European Union - Austria, France and Germany. We test whether an increase in correlations between the six markets took place in recent years, as revealing higher integration of capital markets in the region. We find a statistically significant positive trend in cross-market correlations between 1999 and 2008, before the emergence of the global financial crisis. Movements in national stock markets are not fully synchronized, but increases in market volatilities lead to increases in cross-country correlations. There is a long-term relationship between some of these countries capital markets, and information is transmitted from one market to the other. Our findings confirm previous studies and lead to the conclusion that stock markets from Central and Eastern Europe became more integrated with the developed markets in European Union.",F
"Samantha PRINSLOO|Candice WALKER|Lise BOTHA|Juan-Pierre BRUWER|Yolandé SMIT|Zoltan VAJNA","LEAN Tools in the IT Sector","Nowadays the LEAN tools with their proven efficiency are indispensable parts of the production management. I think there is no producing enterprise that cannot utilize a wide variety of these LEAN tools. The question now is how these tools can support companies in increasing the efficiency of their supporting IT processes. In this study I will demonstrate how these well-known LEAN tools from production management can be used in IT management to create more cost-effective, efficient and transparent solutions during the IT system development and IT operation activities. I will show respectively without attempting to be comprehensive the most important tools of the LEAN management and I will analyse how these tools can be used in the IT sector. At the end of this study I will demonstrate what the IT managers think about the practical use of these tools.",M
"Britta BOLZERN-KONRAD|Carolin EGGER|Erika SUMILO|Joseph BESONG BESONG|Emil NYERKI|Robert LIPPERT|Emil NYERKI Jr.|Luis Enrique IBARRA MORALES|Jesús VELÁZQUEZ|Lourdes PARTIDA|Cinthia FRANCO|Florian PHILIPP|Jasanta PERANGINANGIN","A Conceptual Mapping Resource Advantage Theory, Competitive Advantage Theory, and Transient Competitive Advantage","Competitive advantage is the main purposed of the business entity focusing on market base view. Resource advantage theorists put their concern to empowering resources development with resources based view, in the other side needs to redefining competitive advantage. All the competitive advantage are transient, concluded the end of competitive advantage. Redefining competitive advantage by selling migration and shrewdness outward. This research to emphasize innovation capability rarely appears in the future.",M
"Sunday S. AKPAN|Isaac A. AYANDELE|Alexander STELZER|Majdi Anwar QUTTAINAH|Nadejda SERDIUC|Hanen KHEMAKHEM|Rosalina JAIME MEULY","Supplier Analysis of the IMMEX in Sonora","The objective of this research is to identify the factors that prevent the local supply in Sonora from having a bigger development in the export industry. The research methodology consisted of deep interviews to ten companies and their supervisors that we considered to be the most successful, as well as the application of a survey to 40 other companies. We created a diagnosis of the actual factors affecting the low recruitment of Mexican local suppliers by the industry. The idea was to provide the information that we find interesting and relevant to industry associations and Council of State for decision-making that can help increase the supply for the local market and to big companies.",M
"Susanna MINDER|Signe BALINA","Human Resource Managements Marketing Approach and Its Contribution Towards Employee-Satisfaction","In times when organizations in Germany are confronted with a constant change-dynamic regarding their working conditions managers understand that human resources are an important driving factor for the overall companys performance. The attractiveness of an organization towards potential and actual employees is therefore an issue which is of broad interest for general management as it plays an increasing role to reach companys aims. Necessary for creating such an attractiveness as employer are the establishment of substantiated processes of acquiring and retaining employees. The objective of this paper is to assess whether the application of a companys human resource managements marketing approach has an impact on employee satisfaction. Concerning the research methods causal modelling and triangulation of research are used. Quantitative research is applied. Results show that the better a companys human resource managements marketing approach in terms of its quality and performance is, the higher is the employees perception about their employers organization as well as the overall employees satisfaction. Findings also reveal a significant positive relationship between a high quality of human resource managements marketing approach and employee satisfaction. Furthermore, a positive relation between a high performance of human resource managements marketing approach and the classification of a companys brand awareness on the labor market as well as a companys classification into an employer of choice is found. Thus, it can be concluded that human resource managements marketing approach is a viable process in the realm of human resource management to steer a companys success through a focus on employee satisfaction.",M
"Athanasios VASILOPOULOS","Linear and Non-Linear Regression: Powerful and Very Important Forecasting Methods","Regression Analysis is at the center of almost every Forecasting technique, yet few people are comfortable with the Regression methodology. We hope to improve the level of comfort with this article. In this article we briefly discuss the theory behind the methodology and then outline a step-by-step procedure, which will allow almost everyone to construct a Regression Forecasting function for both the linear and some non-linear cases. Also discussed, in addition to the model construction mentioned above, is model testing (to establish significance) and the procedure by which the Final Regression equation is derived and retained to be used as the Forecasting equation. Hand solutions are derived for some small-sample problems (for both the linear and non-linear cases) and their solutions are compared to the MINITAB-derived solutions to establish confidence in the statistical tool, which can be used exclusively for larger problems.",M
"Nicola ZECH|Yakup DURMAZ|Zeynep Derya DÜSÜN|Bing XIAO|Masamitsu KIUCHI|Kazushi NAGAI|Kenichi NAKASHIMA|Joseph BESONG BESONG|Henriëtte STEENKAMP|Ashley FEBRUARY|Jamie SEPTEMBER|Ashley TAYLOR|Shairn HOLLIS-TURNER|Juan-Pierré BRUWER|A. Orçun SAKARYA","How Do Enterprises Communicate Their Innovation Strategies? An Assessment and Comparison of Turkish Firms Website Statements","Innovation strategy practices primarily aim to sustain competitive advantage and growth via new business models and added value. The goal of this study is to discover the extent of innovation statements communicated to stakeholders by Turkish firms listed in the second top 500 industrial enterprises ranking of Istanbul Chamber of Industry as of 2013 and 2014. To do this, topics closely related to innovation are examined via a comparative analysis of related website contents. The study includes four main parts. The first and second parts review the literature and theoretical background. The third part introduces the methodological framework of the paper including the profile of the firms under consideration and analytical procedures. Content analysis is used to group web-based information related to innovation and other notions. Groups include mission, vision and values, research and development ability, and innovation related topics which statement densities are discussed in the context of motivation for value creation. It has been deduced that the gradual increase in firms innovation awareness is also communicated to stakeholders especially in research and the context of development activities. Finally this paper ends with a conclusion.",M
"Ahmed Nahar Al-Hussaini|Hisham Ali SHATNAWI|Hamdi Jaber AL-BARAKAT|Juan-Pierré BRUWER|Luyolo SIWANGAZA","Is the Control Environment a Basis for Customised Risk Management Initiatives in South African Small, Medium and Micro Enterprises?","Before the official recognition of Small, Medium and Micro Enterprises (SMMEs) in South Africa during the mid-1990s, these business entities have been key players in the stimulation of the national economy. Albeit their socio-economic value added, prior research shows that the sustainability of these business are among the worst in the world, since approximately 70% of South African SMMEs fail within their first three years of existence. This dispensation is often blamed on inter alia, their inadequate management of economic factors which, in turn, cultivates risks. Notwithstanding the fact that most South African SMMEs make use of customised risk management initiatives, previous research shows that these initiatives are not deemed as adequate and/or effective to mitigate risks. Since the manner in which risks are managed are strongly dependent on the attitude and awareness of its management surrounding internal control (control environment), this study focused on investigating whether the control environment was used as foundation to implement their customised risk management initiatives. Empirical research was conducted whereby primary quantitative data were collected from respondents through the deployment of a questionnaire, through means of non-probability sampling methods. The results showed that though the control environments of South African SMMEs were regarded as good, they were not used as foundation by South African SMMEs to implement their customised risk management initiatives.",M
"Simona VINEREAN|Gordana NIKCEVIC","Organizational Culture and Its Implementation in the Choice of Strategic Option - Case Study Montenegro","Organizational Culture and Its Implementation in the Choice of Strategic Option - Case Study Montenegro",M
"Alexandra VINEREAN|Christoph STAITA","Coherent Division of Labor in a Three-Dimensional CAD New Product Development Environment","This experimental field study examines the influence of a variable ratio between engineers and technical draftspeople in New Product Development (NewPD) Teams in a three-dimensional CAD construction environment on economic and socio-psychological efficiency. With the implementation of the 3D CAD software (Three Dimensional Computer Aided Design) the world of engineers seemed to become a completely new and fascinating one in which the engineer is a 100% creative part in the NewPD process of an innovative company  with all supporting activities taken over by marvellous software, automatically and completely. Technical draftspeople who did supporting activities so far declined rapidly. The literature review shows the improvements by 3D CAD, the areas where the SW is over-challenged and a discussion of division of labor in detail. The Causal Model for socio economic analysis shows possible cause-effect relations between different team constellations in NewPD teams under 3D CAD conditions.",M
"Christoph STAITA","Performance Improvement by Functional-Respectively Competence-Diversity in New Product Development","This paper demonstrates the latest research results of the relationship between cross functional product development teams and project respectively team performance. The aim of this paper is to support the basic hypothesis of the author, which is The higher the technical draughters integration intensity in a 3D CAD (Computer Aided Design) product development project, the higher the economic and socio-psychological efficiency within that project, with the findings of recent research. Besides studying standard references, a systematic inquiry, using 2 scientific databases, Emerald and EBSCO was performed to study cross-functionality in New Product Development (NewPD). The increase of functional diversity in development teams which is supposed to promote performance is an inadequate variable. Essential to make a cross-functional team successful are competence diversity and familiarity. The intention is to apply competence diversity not only for companywide teams but also in single working units as in mechanical development departments of medium-sized companies.",M
"Simona VINEREAN|Almaree KEMP|Anthea BOWMAN|Berenice BLOM|Charl VISSER|Danelle BERGOER|Dominique FULLARD|Geraldine MOSES|Sheri-Lee BROWN|Johan BORNMAN|Juan-Pierré BRUWER","The Usefulness of Cash Budgets in Micro, Very Small and Small Retail Enterprises Operating in the Cape Metropolis","The concept of Small Medium and Micro Enterprises (SMMEs) were introduced by the South African government by way of the Small Business Act No. 102 of 1996. Here SMMEs are defined as small business entities that are managed by one or more owner(s) while operating in any sector or sub-sector of the national economy. The main roles of SMMEs are to alleviate poverty, reduce unemployment and uplift the South African economy. South African SMMEs are responsible for employing more than half of the national workforce and are believed to contribute up to 34.8% towards the national Gross Domestic Product. Unfortunately an estimated 80% of South African SMMEs fail within their first 5 years of existence; particularly due to the realisation of micro economic factors and macroeconomic factors. Included in micro economics factors which influence SMMEs is the utilisation of formal financial performance measures. For this research study the main objective of this paper was to establish the extent to which cash budgets (a formal financial performance measure) assist SMME leaders to make sound business decisions in the Cape Metropolis. The study was descriptive in nature and quantitative research methods were used to collect data from 51 SMME leaders. All respondents had to adhere to a set of pre-determined delineation criteria. From the analysed data it is evident that SMME leaders (managers and/or owners) regard cash budgets as important to make sound business decisions however, respondents made limited use thereof.",M
"Simona VINEREAN|Sri HASTUTI|Diah Hari SURYANINGRUM|Luky SUSILOWATI|Muchtolifah|Brett DENNIS|Stefan NONNENMANN|Alexandra VINEREAN|Martina MITAMBO","Alignment Effectiveness for Value Creation with Information Systems","Enterprises often face problems while executing business strategies to exploit opportunities or solve problems. Within enterprises, strategy blindness could be affected by mistranslation of strategic intent, flexibility of the information system, or cognitive entrenchment. The alignment between business strategy and business processes is a critical factor in the ability of enterprises to overcome the phenomenon. Opportunities for value creation include magnifying the positive spread in cash flow or pursuing growth opportunities. Information systems could greatly simplify the processes involved in business strategy by integrating process-related decision-making with the business strategy. Decision support tools such as knowledge management, decision strategy, decision content, and expert groups, customised for organisational information systems can help enterprises optimise operations in a variety of ways such as becoming more responsive to changing market conditions in hypercompetitive markets. Greatest opportunities for decision support are incorporating external sources of data such as economic data and user behaviour analytics. Benefits are more effective utilisation of resources, larger product portfolio, better product or service quality, and shorter delivery times.",M
"Simona VINEREAN|Alin OPREANA|Mark ANDERSON|Peter MARTINS DA SILVA","Evaluations of Co-Brands: A Two-Country Comparison","This paper explores consumer reactions to a brand alliance, with perceptions of the parent brands, perceived fit between the brands and fit between product categories as the drivers. Drawing on previous work on co-brands (Simonin and Ruth, 1998; Baumgarth, 2000), two simultaneous studies of four consumer brand pairings were conducted in the UK (n=122) and Italy (n=125) using respondents from an online panel. Important differences between the studies are identified and possible cultural explanations for deviant outcomes are discussed.",M
"Mahmoud ABDEL HAMID SALEH|Abdulrahman ALTHONAYAN|Ayman ALHABIB|Essa ALRASHEEDI|Ghafar ALQAHTANI","Customer Satisfaction and Brand Switching Intention: A Study of Mobile Services in Saudi Arabia","The purpose of the study is to investigate first, the relationship between the customer satisfaction and brand switching intention into the Saudi Arabian mobile-service market, and second, the association of service quality, customer service, service pricing, and value-added services with the customer satisfaction. Because of the difficulty of having a frame for the mobile-service customers from their providers, a convenience sample of 350 online respondents with the proper surveying techniques was used in data analysis and testing of the research hypotheses. The findings of the study confirm a significant negative relationship between customer satisfaction and brand switching intention. A 4% percent of the change in brand switching intention could be explained by the change in the customer satisfaction. Only three variables; customer service, service pricing, and service quality are critical determinants for mobile-service customer satisfaction. Customer service explained about 22%, whereas service pricing and service quality explained about 5% and 1% of the change in customer satisfaction respectively. The practical value of this study could be enabling the mobile-service providers in Saudi Arabia to well understand the determinants of the customer satisfaction and its negative relationship with brand switching intention. They may take these findings into account when setting marketing strategies to differentiate their brands to satisfy the customer needs and wants, to retain the existing customers and to attract new customers. These strategies have a positive effect on the companys customer satisfaction that deter brand switching intention, hence increase the companys competitiveness, market share and profitability.",M
"Nuri WULANDARI","Brand Experience in Banking Industry: Direct and Indirect Relationship to Loyalty","In marketing, the meaning of value is rapidly shifting from service and relationships to experiences. It is believed that the traditional value proposition is no longer effective to compete in the market and to gain customer loyalty. By adapting the brand experience model, this study tries to validate the model in the banking industry, which is currently facing intense competition to retain customers. The brand experience construct is tested for its direct and indirect relationship toward loyalty. It is postulated that satisfaction and brand authenticity might be instrumental in mediating brand experience to loyalty. Research was conducted via in-depth interview and quantitative survey, targeting bank customers in Jakarta. The result confirmed that brand experience has direct and indirect contribution to loyalty in significant and positive manner. The research contributes in validating previous studies with a rare emphasis in banking sector. The result implies that brand experience is an important value to lead to customer loyalty in this area and subject to growing research on experience marketing.",M
"Sabrina ELBACHIR|Abderrahmane CHENINI","The Emotional States of the Consumer in Stores: The PA (Pleasure-Arousal) Adapted to the Algerian Context","The purpose of this paper is the proposal of a scale for measuring emotional states experienced within a point of sale, for non-English speaking consumers. Since the validity of the measuring instruments may affect the relevance and quality of managerial decisions, the development of a sufficiently reliable measurement that take into account the specificity of a country becomes necessary. Following a literature review that allowed us to highlight existing measuring instruments of emotional states and their disadvantages, we have developed a measurement scale based on two emotional dimensions: pleasure and arousal (stimulation). Following the Churchill Paradigm, the results of our analysis show that the reliability and construct validity of our scale were improved.",M
"Naufal BACHRI|Abdul RAHMAN LUBIS|NURDASILA|M. Shabri ABD. MAJID","Credibility and Consumer Behavior of Islamic Bank in Indonesia: A Literature Review","The concept credibility has become significant attention from academics and practitioners because it played an important role in creating and maintaining consumer behavior. This study uses twenty- seven references relates to credibility, customer value, satisfaction, and loyalty. Several studies have discussed the relationship between credibility and consumer behavior and also elaborated dimensions of credibility. It also presented the shortcomings of current research and the trends for future study in Islamic banking.",M
"Brano Markic|Sanja Bijaksic|Arnela Bevanda","Customer Intelligence Analytics on Social Networks","Discovering needs, habits and consumer behavior is the primary task of marketing analytics. It is necessary to integrate marketing and analytical skills with IT skills. Such knowledge integration allows access to data (structured and unstructured), their analysis and finding out information about the opinions, attitudes, needs and behavior of customers. In the paper, the hypothesis is set that software tools can collect data (messages) from social networks, analyze the content of messages and get to know the attitudes of customers about a product, service, tourist destination, with the ultimate goal of improving customer relations. Experimental results are based on the analysis of the content of social network Facebook by using the package and function R language. This language showed a satisfactory application and development power in analysis of textual data on social networks for marketing analytics.",M
"M.Dharma Tuah Putra NASUTION|Yossie ROSSANTY|Prana Ugiana GIO","Does Religious Commitment Matter in the Relationship Between Brand Personality and Purchase Intention on Halal Brand? Evidence from Consumers in Indonesia","The purpose of this study is to investigate a model of brand personality and the effect of a halal brand on purchase intentions, particularly, by highlighting of religious commitment mediated between brand personality, and purchase intentions on a Halal brand. This study uses a path analysis with the main concepts of brand personality, religious commitment, and purchase intentions. The sampling method used non-probability sampling. Data were collected from 120 respondents at several supermarkets in North Sumatera, Indonesia. Findings of the study indicated that brand personality does not have a significant and positive effect on the purchase intention of a Halal brand. However, the role of religious commitment is significant in mediating the relationship between brand personality and purchase intentions of a Halal brand. Finally, the results of this study also showed the total effects between brand personality, purchase intentions, and religious commitment. Dimensions of brand personality were not always relevant on the dimensions of a Halal brand.",M
"Fatos UKAJ|Isaac TWENEBOAH-KODUAH|Charles ADUSEI|Charles TENKORANG|Myriam ERTZ|Fabien DURIF|Manon ARCAND","Business in the hands of consumers: A scale for measuring online resale motivations","The web channel is increasingly a central aspect of the second-hand economy and, as such, favours also more sustainable post-consumption processes. This is why the field of online reselling appears increasingly important. Besides, the ever broadening scope of online reselling is key to the success of new online intermediaries that position themselves in the broader movement of collaborative consumption. While, consumers attachment for second-hand exchanges is not new, they have largely embraced its online declination. In response to these evolutions in the online retail environment, traditional retail companies have therefore started to create online consumer marketplaces in which consumers exchange goods by themselves. In order to best adapt such online marketplaces to consumers, it is therefore critically important to gain a better understanding of the driving forces behind online reselling. At present, knowledge about what motivates consumers to resell products online is limited. This article outlines the development and validation process of an online resale motivation (ORM) scale via three studies involving 1,119 respondents. Study 1 presents the ORM scale development process and resulting multi-dimensional construct, including protester, economic, generative, recreational, practical and social facets. Study 2 replicates the scale and investigates its predictive capabilities. More specifically, the ORM scale predicts successfully online resale frequency. Consumers who are more highly motivated to resell online, will indeed resell more often online. Study 3 examines the mediating role of ORM on the relationship between planned resale intentions (PRI) and online resale behaviour. The fact that consumers plan to resell a product prior to its purchase, will not directly lead them to increase the frequency at which they resell online. Rather, it is because they perceive positive economic, practical and recreational outcomes associated with online reselling that they resell more frequently online the goods which they intended to resell prior to their purchase.",M
"Youcef SOUAR|Keltouma MAHI|Imane AMEUR|Hui-Hsin HUANG","The Probability Model of Expectation Disconfirmation Process","This paper proposes a probability model to explore the dynamic process of customer's satisfaction. Bases on expectation disconfirmation theory, the satisfaction is constructed with customer's expectation before buying behavior and the perceived performance after purchase. The experiment method is designed to measure expectation disconfirmation effects and we also use the collection data to estimate the overall satisfaction and model calibration. The results show good fitness between the model and the real data. This model has application for business marketing areas in order to manage relationship satisfaction.",M
"Simona VINEREAN|Alexandra VINEREAN|Maria Angeles GARCIA HARO|Maria Pilar MARTINEZ RUIZ|Ricardo MARTINEZ CANAS","The Effects of the Value Co-Creation Process on the Consumer and the Company","This article analyzes the concept of value co-creation, which has arisen due to the combination of various modern influences - including economic globalization, changes in consumers buying habits, and the emergence of the Internet and social media - that have changed the way companies innovate. These factors also have transformed the traditional marketing paradigm, such that companies must continually innovate to create and maintain long-term relationships with their consumers and thus competitive advantages. This study analyzes practices of co-creation and seeks to establish a theoretical research framework; the authors also identify the key effects and results of co-creation activities for both companies and consumers. By integrating situational and moderating variables, the proposed theoretical model covers multiple dimensions and offers a comprehensive approach to the topic.",M
"Simona VINEREAN|Alin OPREANA","Analyzing Mediators of the Customer Satisfaction - Loyalty Relation in Internet Retailing","This study explores the customer satisfaction  loyalty relation in the context of online shopping by introducing various mediators, such as trust, attitude, hedonic value, and utilitarian value. For data collection, we used an online consumer survey in relation to Internet retailing. In this paper we found empirical evidence that loyalty and satisfaction have a reciprocal relationship, but that mediators exist between satisfaction and loyalty. The findings of this study have consequences for customer relationship management, particularly in terms of retention, of the satisfied consumers in an e-shopping environment.",M
"Hui-Hsin HUANG","Explorative Study on the Concept of Mind Shares: Confidence, Resistance and Loyalty","In practices and academics, the growth/decline of a brand or product sales is often measured with market shares. However, this method does not really gain insight into loyalty and perception of consumers toward brands and products. This paper proposes a concept of Mind Shares which combines confidence and resistance as the main contents of loyalty to establish a new theoretic foundation and develop the calculation method for the quantification of this model. The data from questionnaire survey showed that confidence and resistance are both positively correlated with loyalty, and these two variables are capable of predictability on loyalty. It is considered that this paper lays down the theoretic foundation of Mind Shares and contributes applications.",M
"Bogdan AVRAM|Augustine Egwu Ndu OKO|Ohuonu Okwudiri NNANNA","Sales Promotion in the Marketing of Telecommunication Services in Nigeria: Impact Analysis","The adoption of sales promotion in the marketing of telecommunication services in Nigeria is common among the front line GSM service providers. This however does not yield the much assured increasing return on investment, hence is unprofitable and the required fund for the expansion of infrastructure base of operation is not earned, and serve rendition is as a result poor. Studying the impact of sales promotion on patronage based on the data sourced and analyzed using Likerts ranking scale, questionnaire and analysis of variance (ANOVA), the work discerns and concludes that the high level of illiteracy based on quantitative rather than qualitative education high level of poverty as well as high rate of rural dwelling are challenges to the expansion of the level of consumption of telecommunication services even at the offer of sales promotion incentives. Recommended is a good quality marketing research with consumers as a trust point for efficiency in market segmentation as basic in the adoption of sales promotion strategy.",M
"Alexandra VINEREAN","Buying Intentions Influenced by Various Determinants in Tourism","Marketing has acquired a central role in tourism because it helps organizations to create value in transactions with buyers. Thus, this important area of any business process is used to educate consumers, to add value to their experience in tourism, and to seek new ways to reward loyalty through innovative schemes (e.g., programs for frequent travelers). This paper presents the examination of the responses of 154 tourists in relation to their intention to purchase a travel package and the factors that are usually decisive in the decision making process regarding tourism services, factors that could also create the loyalty that any tourism enterprise can create through marketing.",M
"Simona VINEREAN|Simona VINEREAN","The Impact of Customer Perceptions and Satisfaction on E-Loyalty","As Internet use continues to increase, companies have to emphasize the understanding of the implications of its use on long term purchase behavior, in terms of satisfaction and loyalty. Ultimately, companies should be interested in consumer perceptions and the factors that play a role in following a certain behavior over an extended period of time.  Attaining a successful marketing program compels companies to fully connect with their targeted customers. Therefore, this paper aims to propose a new model that examines relationships between cognitive  affective  conative constructs in an e-shopping environment.",M
"Alin OPREANA","Examining Online Shopping Services in Relation to Experience and Frequency of Using Internet Retailing","E-shopping has the potential to replace traditional in-store shopping. It is well perceived that information and communication technologies have great impacts on modern society - they are changing how and where we work, shop, and in general terms how we live our lives. In this study, we use a survey instrument to examine the association between experience level with Internet and e-shopping and consumers frequency of online purchasing, while considering sex as a passive influencer. We study these relationships in a multinomial logistic regression model that is aimed at online retailers to help them improve their understanding of their consumers characteristics and propensity to buy through Internet retailing. Tracking the online journey of consumers will help enhance the attractiveness of this new retailing medium to current and potential customers.",M
"Alexandra VINEREAN","The Influence of Hedonic and Utilitarian Motivators on Likelihood to Buy a Tourism Package","To fully understand the pattern of choice, it is important that any explanation of consumer behavior to be accompanied by a complete understanding of the interplay between a consumers functional goals and experiential preferences within the decision context. Consumer researchers have increasingly begun to investigate consumer choice based on distinctions that involve the purchase and consumption of goods for pleasure versus for more utilitarian and instrumental purposes. Consumers are often faced with these types of choices between hedonic and utilitarian alternatives that are at least partly driven by emotional desires rather than cold cognitive deliberations. This research approaches factor analysis and multiple linear regression in the context of 150 international respondents and their perception of hedonic and utilitarian motivators on likelihood to buy a tourism package.",M
"Benic Amankwaa|Rose Anne Devlin|Roland Pongou|Roberto Serrano|Francisco Costa|Jason Garred|João Paulo Pessoa|Jean-Thomas Bernard|Md. Jakir Hussain|Mishaal Masud Sinha|Vicky Barham|Rose Anne Devlin|Olga Milliken|Ronan Congar|Louis Hotte|Rose Anne Devlin|Wenzhuo Zhao|Fernanda Estevan|Thomas Gall|Louis-Philippe Morin|Rose Anne Devlin|Yiwen Wang","Prescription Drug Expenditure and 'Universal' Coverage: the Quebec Experience in Canada","This paper examines the relationship between public expenditures on prescription drugs",I
"Lilia Karnizova|Patrick Georges|Aylin Seçkin|Adam R. Fremeth|Brian Kelleher Richter|Brandon Schaufele|Patrick Georges|Marcel Mérette|Qi Zhang|Patrick Georges|Weiguo Zhang|Gilles Grenier|Paul Makdissi|Myra Yazbeck|Paul Makdissi|Myra Yazbeck|Daniel Komlan Fiodendji|Yazid Dissou|Lilia Karnizova|Nicholas Rivers|Brandon Schaufele|Serge Coulombe|Gilles Grenier|Serge Nadeau|Paul Makdissi|Myra Yazbeck","On the Measurement of Indignation","Recently, a lot of attention is given to income variations occurring at the top of the income distribution. What happens to the top 1%?",I
"Gamal Atallah|Catherine Deri","Understanding the 'Healthy Immigrant Effect' in Canada","The Healthy Immigrant Effect (HIE), as it is dubbed in the social science literature, is the finding that",I
"Rubinstein, Yona|Weiss, Yoram","Post Schooling Wage Growth: Investment, Search and Learning","The survey presents basic facts on wage growth and summarizes the main ideas on the possible sources of this growth. We document that wage growth happens mainly early in the life cycle and is then associated with increasing labor force participation and high job mobility. Wage growth during the first decade in the labor market, is about 50% for high school graduates and about 80% for those with college or more. This growth is comparable in size to the accumulated contribution of schooling for these two groups. We describe in detail models of wage growth that can explain these results, including investment in human capital, search and learning. We also discuss the roles of contracts in sharing the risks associated with learning about ability and varying market conditions. Evidence supporting investment is the U shaped life cycle profile for the variance of wages. However, heterogeneity matters and individuals with relatively high life time earnings have both a higher mean and a higher growth. Evidence supporting search is the high wage gains obtained from changing employers early in the career. Evidence for learning are the initially rising hazard of quitting and the rising rewards for AFQT scores that are not observed by the market.",I
"Black, Sandra E.|Sokoloff, Kenneth L.","Long-Term Trends in Schooling: The Rise and Decline (?) of Public Education in the United States","In recent decades, there has been rising anxiety about the quality of the public education in the United States. However, it is important to note that this has not always been the case; in fact, the United States has long been a leader in terms of the public provision of education at all levels of schooling. This chapter documents this history, describing the conditions in the early years of the country that were conducive to the rise of universal public education, in particular the relative homogeneity of the population and the local nature of the provision of public education. These factors increased local support and enabled the educational system to be responsive to local needs. In more recent history, however, there has been substantial change in the demographics of the United States; this chapter also explores how well the public education system has been able to adapt to these changes.",I
"Collins, William J.|Margo, Robert A.","Historical Perspectives on Racial Differences in Schooling in the United States","In this chapter we present an overview of the history of racial differences in schooling in the United States. We present basic data on literacy, school attendance, educational attainment, various measures of school quality, and the returns to schooling. Then, in the context of a simple model of schooling attainment, we interpret the fundamental trends in an analytic narrative that illuminates change over time. Although some of the data presented in the tables carry the story to the late twentieth century, the evidence and narrative we develop focus on the period before 1954, the year of the U.S. Supreme Court's decision in Brown v. Board of Education of Topeka.",I
"Smith, James P.","Immigrants and Their Schooling","This chapter deals with several salient issues about immigrants to the US and their education. These issues include a comparison of the schooling accomplishments of immigrants compared to the native-born both contemporaneously as well as over time. These comparisons emphasize the considerable diversity in the schooling accomplishments among different immigrant sub-groups and between legal and undocumented migrants. Finally, the recent literature suggests than any concern that educational generational progress among Latino immigrants has lagged behind other immigrant groups is largely unfounded.",I
"Peracchi, Franco","Educational Wage Premia and the Distribution of Earnings: An International Perspective","This chapter analyzes the international evidence on the relationship between educational wage premia and the distribution of personal labor earnings. The aim is to review what is known about the contribution of differences in relative wages across schooling levels to the degree of variability, between countries and over time, in the pecuniary returns to work. Definition and measurement problems are of paramount importance in analyses of this kind, and so a large part of the chapter is devoted to some of these issues.",I
